test_ligand,auroc,aupr,aupr_corrected,pearson,receiver_context,ligand_clean,n_receiver_genes,n_background_genes,n_potential_ligands,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,target_families,source_cellstates,target_cellstates,receptor_examples,lr_pair_examples,receptor_supported_by_nichenet,activity_rank_within_receiver
RTN4,0.5579175898526356,0.03200397095505796,0.007489545158339123,0.029478700287892446,Cerebrovascular cells,RTN4,130,5303,282,RTN4,1,0.29146993809767996,0.29146993809767996,Vascular,Vascular,Cerebrovascular_Pericyte,Cerebrovascular_Venous,TNFRSF19,RTN4 - TNFRSF19,TRUE,192
NAMPT,0.5555443203616398,0.03222708117043338,0.007712655373714541,0.029406611636049986,Cerebrovascular cells,NAMPT,130,5303,282,NAMPT,45,0.90608383209502,0.3826642249993315,Astrocyte;Microglia;Vascular,Vascular,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,INSR;ITGA5_ITGB1,NAMPT - INSR;NAMPT - ITGA5/ITGB1,TRUE,193
COL1A1,0.5634567056759198,0.03135508306473955,0.006840657268020713,0.02934436029039871,Cerebrovascular cells,COL1A1,130,5303,282,COL1A1,79,2.0702347893343,0.6988284635181977,Vascular,Vascular,Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;CD93;DDR1;DDR2;FLT4,COL1A1 - CD44;COL1A1 - CD93;COL1A1 - DDR1;COL1A1 - DDR2;COL1A1 - FLT4,TRUE,194
COL6A3,0.5365150411158536,0.031433361649014314,0.006918935852295475,0.029293709160499868,Cerebrovascular cells,COL6A3,130,5303,282,COL6A3,6,1.45747924541487,0.43835226936499067,Vascular,Vascular,Cerebrovascular_Venous,Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA10_ITGB1;ITGA11_ITGB1;ITGA3_ITGB1;ITGA9_ITGB1;ITGAV_ITGB8,COL6A3 - ITGA10/ITGB1;COL6A3 - ITGA11/ITGB1;COL6A3 - ITGA3/ITGB1;COL6A3 - ITGA9/ITGB1;COL6A3 - ITGAV/ITGB8,TRUE,195
COL13A1,0.5405745810346604,0.030460358147030325,0.005945932350311486,0.02906144888018023,Cerebrovascular cells,COL13A1,130,5303,282,COL13A1,13,0.541561570235218,0.301290991213226,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL13A1 - ITGA1/ITGB1;COL13A1 - ITGA10/ITGB1;COL13A1 - ITGA11/ITGB1;COL13A1 - ITGA2/ITGB1,TRUE,196
JAG2,0.5441820696218518,0.03046488943219947,0.0059504636354806295,0.02895468476811914,Cerebrovascular cells,JAG2,130,5303,282,JAG2,13,0.679624759991796,0.3681698788468719,Vascular,Vascular,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NOTCH1;NOTCH2;NOTCH4,JAG2 - NOTCH1;JAG2 - NOTCH2;JAG2 - NOTCH4,TRUE,197
CNTN1,0.5421969099912247,0.0306274617912062,0.00611303599448736,0.028827623480998637,Cerebrovascular cells,CNTN1,130,5303,282,CNTN1,7,0.6751661807428202,0.2570405610094915,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NOTCH1;NOTCH2,CNTN1 - NOTCH1;CNTN1 - NOTCH2,TRUE,198
RGMA,0.5519933381909001,0.0296366963398121,0.0051222705430932595,0.028709475990126247,Cerebrovascular cells,RGMA,130,5303,282,RGMA,12,1.7180554637255403,0.669887872985774,Astrocyte;Vascular,Vascular,Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,BMPR1B;BMPR2,RGMA - BMPR1B;RGMA - BMPR2,TRUE,199
PLAT,0.5687177504498183,0.03458824426062969,0.010073818463910849,0.02856009337939108,Cerebrovascular cells,PLAT,130,5303,282,PLAT,5,1.03457036390041,0.44847034851285883,Vascular,Vascular,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Cerebrovascular_Pericyte;Cerebrovascular_Venous,LRP1,PLAT - LRP1,TRUE,200
ADAM10,0.5434073369120719,0.03139295444192496,0.006878528645206123,0.028547558203307573,Cerebrovascular cells,ADAM10,130,5303,282,ADAM10,94,0.90617744578163,0.21612936991162482,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,AXL;EPHA3;GPNMB;IL6R;NOTCH1,ADAM10 - AXL;ADAM10 - EPHA3;ADAM10 - GPNMB;ADAM10 - IL6R;ADAM10 - NOTCH1,TRUE,201
F8,0.5577153563621767,0.031749144458263316,0.0072347186615444765,0.028445897466678322,Cerebrovascular cells,F8,130,5303,282,F8,7,0.631041589793839,0.2225029489252297,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActMid,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LDLR;LRP1,F8 - LDLR;F8 - LRP1,TRUE,202
COL5A2,0.5587384199021544,0.03270085080358843,0.008186425006869589,0.02843505778002774,Cerebrovascular cells,COL5A2,130,5303,282,COL5A2,33,0.87260721046582,0.34714967138151964,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL5A2 - ITGA1/ITGB1;COL5A2 - ITGA10/ITGB1;COL5A2 - ITGA11/ITGB1;COL5A2 - ITGA2/ITGB1,TRUE,203
MELTF,0.5501509316123657,0.03163256469424956,0.007118138897530723,0.0284102649613969,Cerebrovascular cells,MELTF,130,5303,282,MELTF,3,0.6275199517472401,0.3574536876474567,Vascular,Vascular,Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,TFRC,MELTF - TFRC,TRUE,204
COL15A1,0.5553123466519946,0.03145787985661852,0.006943454059899681,0.028407479933356683,Cerebrovascular cells,COL15A1,130,5303,282,COL15A1,10,0.3874460985477697,0.17070827051467985,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL15A1 - ITGA1/ITGB1;COL15A1 - ITGA10/ITGB1;COL15A1 - ITGA11/ITGB1;COL15A1 - ITGA2/ITGB1,TRUE,205
SERPINA1,0.55480676292584,0.031203230431887743,0.006688804635168903,0.02831578597869592,Cerebrovascular cells,SERPINA1,130,5303,282,SERPINA1,2,1.58421717236742,0.9798013517336326,Microglia,Vascular,Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,LRP1,SERPINA1 - LRP1,TRUE,206
COL8A1,0.5532840637035477,0.03125369410569604,0.006739268308977201,0.028312607063167197,Cerebrovascular cells,COL8A1,130,5303,282,COL8A1,12,0.4386567793513989,0.28950340256100376,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL8A1 - ITGA1/ITGB1;COL8A1 - ITGA10/ITGB1;COL8A1 - ITGA11/ITGB1;COL8A1 - ITGA2/ITGB1,TRUE,207
PTDSS1,0.5431322398846083,0.030383978360151182,0.0058695525634323426,0.028061254507078633,Cerebrovascular cells,PTDSS1,130,5303,282,PTDSS1,16,0.78483879346311,0.32859571418548583,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Venous,SCARB1,PTDSS1 - SCARB1,TRUE,208
SPON2,0.5274531963300562,0.031023610148353073,0.006509184351634233,0.028038607333183772,Cerebrovascular cells,SPON2,130,5303,282,SPON2,7,0.3240732132247044,0.2060026258521484,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA5;ITGB1,SPON2 - ITGA5;SPON2 - ITGB1,TRUE,209
LAMC3,0.5590075688857816,0.033933479418837155,0.009419053622118315,0.027996021212236592,Cerebrovascular cells,LAMC3,130,5303,282,LAMC3,29,1.78106042338168,0.43418061696662835,Vascular,Vascular,Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;DAG1;ITGA2_ITGB1;ITGA3_ITGB1;ITGA6_ITGB1,LAMC3 - CD44;LAMC3 - DAG1;LAMC3 - ITGA2/ITGB1;LAMC3 - ITGA3/ITGB1;LAMC3 - ITGA6/ITGB1,TRUE,210
MDK,0.5547041591696542,0.032974166910387646,0.008459741113668807,0.02792646999534628,Cerebrovascular cells,MDK,130,5303,282,MDK,26,0.817781955682084,0.2790792745869934,Vascular,Vascular,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA4_ITGB1;ITGA6_ITGB1;LRP1;NCL;NOTCH2,MDK - ITGA4/ITGB1;MDK - ITGA6/ITGB1;MDK - LRP1;MDK - NCL;MDK - NOTCH2,TRUE,211
GNAS,0.5540662314681232,0.0325212356219181,0.008006809825199263,0.027908253697195823,Cerebrovascular cells,GNAS,130,5303,282,GNAS,25,0.638156628874673,0.1789646049614546,Microglia;Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ADCY1;ADCY7;ADCY9;VIPR1,GNAS - ADCY1;GNAS - ADCY7;GNAS - ADCY9;GNAS - VIPR1,TRUE,212
ANXA2,0.5543428155065485,0.03174241584967283,0.0072279900529539885,0.027901881608312012,Cerebrovascular cells,ANXA2,130,5303,282,ANXA2,10,0.997909399605027,0.5801414822328997,Vascular,Vascular,CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,ROBO4,ANXA2 - ROBO4,TRUE,213
TIMP2,0.5534446608871488,0.03370644500003403,0.00919201920331519,0.027867348115582946,Cerebrovascular cells,TIMP2,130,5303,282,TIMP2,27,0.90768564992833,0.2668998033008696,Astrocyte;Microglia;Vascular,Vascular,Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;ITGA3;ITGB1,TIMP2 - CD44;TIMP2 - ITGA3;TIMP2 - ITGB1,TRUE,214
SEMA4A,0.5474534937322497,0.0312193690236009,0.00670494322688206,0.027623139431879242,Cerebrovascular cells,SEMA4A,130,5303,282,SEMA4A,5,0.595333836112131,0.23911699673260858,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;Cerebrovascular_Pericyte,NRP1_PLXNA2;NRP1_PLXNA3;PLXND1,SEMA4A - NRP1/PLXNA2;SEMA4A - NRP1/PLXNA3;SEMA4A - PLXND1,TRUE,215
COL9A2,0.5497509256643219,0.031013038376233405,0.006498612579514566,0.027527361706680065,Cerebrovascular cells,COL9A2,130,5303,282,COL9A2,54,1.41879895890197,0.3075163429052443,Astrocyte;Microglia,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1;ITGA3_ITGB1,COL9A2 - ITGA1/ITGB1;COL9A2 - ITGA10/ITGB1;COL9A2 - ITGA11/ITGB1;COL9A2 - ITGA2/ITGB1;COL9A2 - ITGA3/ITGB1,TRUE,216
PGF,0.5647786584187108,0.035881187747697045,0.011366761950978205,0.02677025341322473,Cerebrovascular cells,PGF,130,5303,282,PGF,37,1.68100184239781,0.4698105674032506,Vascular,Vascular,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FLT1_KDR;NRP1;NRP2,PGF - FLT1/KDR;PGF - NRP1;PGF - NRP2,TRUE,217
LGALS3,0.5621481360317617,0.033592398463201466,0.009077972666482626,0.02667951987965119,Cerebrovascular cells,LGALS3,130,5303,282,LGALS3,29,1.0684677930833095,0.40094115208026254,Astrocyte;Vascular,Vascular,Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ENG;MCAM,LGALS3 - ENG;LGALS3 - MCAM,TRUE,218
SEMA5A,0.5465925143868299,0.030741762636695355,0.006227336839976515,0.02651441855810599,Cerebrovascular cells,SEMA5A,130,5303,282,SEMA5A,7,0.929975193821169,0.5270831472363147,Vascular,Vascular,Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PLXNA1;PLXNA3,SEMA5A - PLXNA1;SEMA5A - PLXNA3,TRUE,219
COL4A1,0.5644767951939795,0.031886297236842595,0.0073718714401237555,0.026296947140860047,Cerebrovascular cells,COL4A1,130,5303,282,COL4A1,54,1.89478967908552,0.55967964231014,Astrocyte;Vascular,Vascular,Astro_Intermediate;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;CD47;CD93;ITGA1_ITGB1;ITGA10_ITGB1,COL4A1 - CD44;COL4A1 - CD47;COL4A1 - CD93;COL4A1 - ITGA1/ITGB1;COL4A1 - ITGA10/ITGB1,TRUE,220
SPP1,0.5638165623280628,0.03416670879902123,0.009652283002302389,0.026074744203485455,Cerebrovascular cells,SPP1,130,5303,282,SPP1,34,1.2684544987123498,0.318228984770117,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;CapEC_ActLow;CapEC_ActMid;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;ITGA4_ITGB1;ITGA5_ITGB1;ITGA8_ITGB1;ITGA9_ITGB1,SPP1 - CD44;SPP1 - ITGA4/ITGB1;SPP1 - ITGA5/ITGB1;SPP1 - ITGA8/ITGB1;SPP1 - ITGA9/ITGB1,TRUE,221
VWF,0.5655563651504086,0.03375062077495091,0.009236194978232071,0.025979486225011124,Cerebrovascular cells,VWF,130,5303,282,VWF,25,0.8519111725201698,0.3289984319208644,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA4;ITGA9;ITGB1;LRP1;SIRPA,VWF - ITGA4;VWF - ITGA9;VWF - ITGB1;VWF - LRP1;VWF - SIRPA,FALSE,222
SEMA3B,0.5558491576082891,0.03193625395099486,0.007421828154276017,0.025699611051463924,Cerebrovascular cells,SEMA3B,130,5303,282,SEMA3B,88,1.34981320172728,0.3577247292904856,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NRP1_PLXNA1;NRP1_PLXNA2;NRP1_PLXNA3;NRP2_PLXNA1;NRP2_PLXNA2,SEMA3B - NRP1/PLXNA1;SEMA3B - NRP1/PLXNA2;SEMA3B - NRP1/PLXNA3;SEMA3B - NRP2/PLXNA1;SEMA3B - NRP2/PLXNA2,TRUE,223
CALM3,0.5482193043762718,0.031263838874551815,0.006749413077832975,0.025548848909979785,Cerebrovascular cells,CALM3,130,5303,282,CALM3,53,0.5208761648423299,0.15093195511587731,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CACNA1C;EGFR;INSR;MYLK,CALM3 - CACNA1C;CALM3 - EGFR;CALM3 - INSR;CALM3 - MYLK,TRUE,224
GAS6,0.5255007509405348,0.031259505186852506,0.006745079390133666,0.025540335405432518,Cerebrovascular cells,GAS6,130,5303,282,GAS6,22,1.09618969770114,0.34162739103214873,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,AXL;MERTK;TYRO3,GAS6 - AXL;GAS6 - MERTK;GAS6 - TYRO3,TRUE,225
MFNG,0.5322398846079494,0.029234510593772255,0.004720084797053416,0.025462848887592242,Cerebrovascular cells,MFNG,130,5303,282,MFNG,19,0.916177118103127,0.3644109590853078,Microglia;Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NOTCH1;NOTCH2,MFNG - NOTCH1;MFNG - NOTCH2,TRUE,226
CALM1,0.5503130158069238,0.03222635681263483,0.0077119310159159925,0.025214140281297717,Cerebrovascular cells,CALM1,130,5303,282,CALM1,69,1.00495491393502,0.23644320045275374,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CACNA1C;FAS;INSR;KCNQ1;MYLK,CALM1 - CACNA1C;CALM1 - FAS;CALM1 - INSR;CALM1 - KCNQ1;CALM1 - MYLK,TRUE,227
WNT6,0.5623711876756535,0.031940405764266724,0.007425979967547885,0.02506167712601829,Cerebrovascular cells,WNT6,130,5303,282,WNT6,31,0.5389783322780161,0.35127127387290386,Vascular,Vascular,Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FZD1_LRP5;FZD1_LRP6;FZD10_LRP5;FZD10_LRP6;FZD3_LRP5,WNT6 - FZD1/LRP5;WNT6 - FZD1/LRP6;WNT6 - FZD10/LRP5;WNT6 - FZD10/LRP6;WNT6 - FZD3/LRP5,TRUE,228
APOE,0.5595235616886485,0.03293882977946087,0.008424403982742027,0.024728578440581277,Cerebrovascular cells,APOE,130,5303,282,APOE,187,1.9275537913458496,0.3931216971362346,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ABCA1;LDLR;LRP1;LRP4;LRP5,APOE - ABCA1;APOE - LDLR;APOE - LRP1;APOE - LRP4;APOE - LRP5,TRUE,229
WNT4,0.5680813097592516,0.03151614519061422,0.007001719393895382,0.024645271528255294,Cerebrovascular cells,WNT4,130,5303,282,WNT4,12,0.326438336390065,0.10765909832410697,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,FZD1_LRP5;FZD1_LRP6;FZD4_LRP5;FZD4_LRP6;FZD6_LRP5,WNT4 - FZD1/LRP5;WNT4 - FZD1/LRP6;WNT4 - FZD4/LRP5;WNT4 - FZD4/LRP6;WNT4 - FZD6/LRP5,TRUE,230
WIF1,0.547825246472065,0.02855581673834156,0.00404139094162272,0.024596438167955575,Cerebrovascular cells,WIF1,130,5303,282,WIF1,3,0.26951128334764984,0.15083676257102993,Astrocyte,Vascular,Astro_Intermediate,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Venous,RYK,WIF1 - RYK,TRUE,231
WNT2B,0.5578923106663284,0.030324476191546244,0.005810050394827404,0.024290625499548357,Cerebrovascular cells,WNT2B,130,5303,282,WNT2B,79,1.0599305635922331,0.2632423705712818,Microglia;Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FZD1_LRP5;FZD1_LRP6;FZD10_LRP6;FZD3_LRP5;FZD3_LRP6,WNT2B - FZD1/LRP5;WNT2B - FZD1/LRP6;WNT2B - FZD10/LRP6;WNT2B - FZD3/LRP5;WNT2B - FZD3/LRP6,TRUE,232
FBN1,0.5475560974884365,0.03054346856383764,0.006029042767118801,0.023892724181041117,Cerebrovascular cells,FBN1,130,5303,282,FBN1,21,0.9188077630483,0.35375545446063833,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA5;ITGB1,FBN1 - ITGA5;FBN1 - ITGB1,TRUE,233
PSAP,0.5443828161013526,0.030530606142896877,0.006016180346178037,0.02357141973947441,Cerebrovascular cells,PSAP,130,5303,282,PSAP,9,0.600709821598143,0.2869019376729936,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,Cerebrovascular_Pericyte;Cerebrovascular_Venous,AR;LRP1,PSAP - AR;PSAP - LRP1,TRUE,234
WNT7A,0.5689720293238538,0.032616228673281324,0.008101802876562484,0.02340069726645897,Cerebrovascular cells,WNT7A,130,5303,282,WNT7A,7,0.340193603176519,0.16102419219090494,Astrocyte,Vascular,Astro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid,ADGRA2;FZD4_LRP5;FZD4_LRP6;FZD6_LRP6;LDLR,WNT7A - ADGRA2;WNT7A - FZD4/LRP5;WNT7A - FZD4/LRP6;WNT7A - FZD6/LRP6;WNT7A - LDLR,TRUE,235
KITLG,0.5610581569986159,0.0340510859013085,0.009536660104589662,0.023394239324074112,Cerebrovascular cells,KITLG,130,5303,282,KITLG,4,0.27709979302507803,0.09360530472193197,Astrocyte;Vascular,Vascular,Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Cerebrovascular_Pericyte;Cerebrovascular_Venous,EPOR;KIT,KITLG - EPOR;KITLG - KIT,TRUE,236
LGI4,0.5521346042320326,0.031297285098165435,0.006782859301446596,0.02278544073114925,Cerebrovascular cells,LGI4,130,5303,282,LGI4,2,0.06567373073969301,0.04108937913944652,Astrocyte,Vascular,Astro_Intermediate;Astro_Reactive,Cerebrovascular_Venous,ADAM22,LGI4 - ADAM22,FALSE,237
WNT7B,0.5612945917411393,0.031951934048839815,0.007437508252120976,0.022309710225811463,Cerebrovascular cells,WNT7B,130,5303,282,WNT7B,4,0.27614548446724585,0.12439990861013028,Astrocyte,Vascular,Astro_Homeostatic,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,ADGRA2;FZD4_LRP5;FZD4_LRP6;FZD6_LRP6,WNT7B - ADGRA2;WNT7B - FZD4/LRP5;WNT7B - FZD4/LRP6;WNT7B - FZD6/LRP6,TRUE,238
APP,0.550979196716678,0.032918662948629725,0.008404237151910885,0.021750528957556095,Cerebrovascular cells,APP,130,5303,282,APP,39,0.737682553067306,0.1295299137976121,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,APLP2;CD74;LRP1;LRP10;LRP6,APP - APLP2;APP - CD74;APP - LRP1;APP - LRP10;APP - LRP6,TRUE,239
ANGPT2,0.5541331469612917,0.030713601800427277,0.006199176003708437,0.021658208156685035,Cerebrovascular cells,ANGPT2,130,5303,282,ANGPT2,44,0.90920167118151,0.32638109209845845,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA5_ITGB1;TEK;TIE1,ANGPT2 - ITGA5/ITGB1;ANGPT2 - TEK;ANGPT2 - TIE1,TRUE,240
